prompt_id,p_tokens,model_id,gpu_id,running_req_count,waiting_req_count,kv_cache_usage_perc,ttft_avg,itl_avg,e2e_avg,ttft_s,tpot_s_per_token,latency_s,d_tokens,pattern_type,arrival_rate,model_hf,carrot_predicted_quality,carrot_predicted_cost,carrot_predicted_length,predicted_ttft,predicted_tpot,prompt_source_id,actual_quality_score,model_id_int,umr_quality_score,umr_cost_score,irt_quality_score,irt_cost_score
2,12,mistral7b,1,25.0,23.0,0.9733214762116495,0.0,0.0451988086570054,0.0,44.682549476623535,0.0531116195023059,61.67826771736145,320,poisson,18.0,Mistral-7B-Instruct-v0.3,0.7687072017568644,6.770356880162733e-05,677,34.42513656616211,0.0667419508099556,unified_chip2/48799,0.9,4,0.9230769230769232,2.0000000000000002e-07,0.8775423169136047,2.0000000000000002e-07
3,7,qwen14b,0,10.0,15.0,0.7520764119601329,0.0,0.0,0.0,23.865505695343018,0.0543022473653157,25.49457311630249,30,poisson,18.0,Qwen2.5-14B-Instruct,0.8410924088915526,7.741858742729235e-05,774,20.50724983215332,0.0931493043899536,unified_chip2/143881,0.7,0,0.8461538461538461,2.2e-07,0.8830410838127136,2.2e-07
3,7,phi3-mini,0,8.0,0.0,0.4756944444444444,0.0497283935546875,0.0292271685454694,0.0,0.0574164390563964,0.0239479859670003,1.1350758075714111,45,poisson,18.0,Phi-3-mini-128k-instruct,0.7424436394329466,7.676529085695065e-05,767,0.0685209557414054,0.0310900881886482,unified_chip2/143881,1.0,1,0.5192307692307693,1.0000000000000001e-07,0.7110893726348877,1.0000000000000001e-07
3,7,llama3-8b,1,23.0,0.0,0.6827322586006315,0.0,0.0483295638114213,0.0,0.1006464958190918,0.1577827930450439,4.991913080215454,31,poisson,18.0,Llama-3.1-8B-Instruct,0.6104852150658323,9.677026151830076e-05,967,0.1484558880329132,0.0626101121306419,unified_chip2/143881,0.9,2,0.7115384615384616,3e-08,0.7415443062782288,3e-08
3,7,qwen3b,1,13.0,0.0,0.1369252324544644,0.0441510677337646,0.0256758183013738,0.0,0.0561854839324951,0.037269115447998,1.2860662937164309,33,poisson,18.0,Qwen2.5-3B-Instruct,0.8715135235447888,3.304851099319868e-05,330,0.0793242529034614,0.0322998128831386,unified_chip2/143881,0.9,3,0.75,5e-08,0.8037931323051453,5.0000000000000004e-08
3,7,mistral7b,1,18.0,39.0,0.7772343263672743,0.0,0.0419513992965221,0.0,23.246474742889404,0.0752136468887329,26.25502061843872,40,poisson,18.0,Mistral-7B-Instruct-v0.3,0.8143301145647709,1.9263407481746257e-05,192,43.98798370361328,0.0646802857518196,unified_chip2/143881,0.9,4,0.8846153846153846,2.0000000000000002e-07,0.8830395340919495,2.0000000000000002e-07
4,10,qwen14b,0,29.0,16.0,0.9464285714285714,0.0,0.0563675432155529,0.0,12.53208589553833,0.0899354143063006,44.81889963150024,359,poisson,18.0,Qwen2.5-14B-Instruct,0.6790594267092506,8.002101067541048e-05,800,21.98699188232422,0.0939334034919738,unified_chip2/160328,0.4,0,0.7534246575342466,2.2e-07,0.7588370442390442,2.2e-07
4,10,phi3-mini,0,11.0,0.0,0.8310185185185185,0.9719183444976808,0.0943253509780412,16.9996497631073,0.0537705421447753,0.0428445700038174,38.27112698554993,892,poisson,18.0,Phi-3-mini-128k-instruct,0.4629922748094207,7.329479651251493e-05,732,0.1418406218290329,0.0366917811334133,unified_chip2/160328,0.3,1,0.410958904109589,1.0000000000000001e-07,0.5420660376548767,1.0000000000000001e-07
4,10,llama3-8b,1,20.0,0.0,0.5974738241648663,0.0,0.04792556807503,42.40583634376526,0.0791764259338378,0.0802786750647858,31.628695726394653,393,poisson,18.0,Llama-3.1-8B-Instruct,0.6281809767683558,9.3292884455416e-05,932,0.1247321590781211,0.0604051910340786,unified_chip2/160328,0.4,2,0.3972602739726028,3e-08,0.5502924919128418,3e-08
4,10,qwen3b,1,1.0,0.0,0.0184689848426952,0.0,0.0260567351111343,0.0,0.062169075012207,0.0382190432851714,13.28595805168152,346,poisson,18.0,Qwen2.5-3B-Instruct,0.5996971872428699,3.163455665173652e-05,316,0.0847813636064529,0.0294977445155382,unified_chip2/160328,0.3,3,0.4383561643835616,5e-08,0.6346493363380432,5.0000000000000004e-08
4,10,mistral7b,1,9.0,29.0,0.8712761227212095,0.0,0.0,0.0,32.6660852432251,0.0752138222588433,66.51230525970459,450,poisson,18.0,Mistral-7B-Instruct-v0.3,0.5796115567170821,3.78181040647607e-05,378,39.82991027832031,0.0609970428049564,unified_chip2/160328,0.7,4,0.5753424657534246,2.0000000000000002e-07,0.703277587890625,2.0000000000000002e-07
5,15,qwen14b,0,22.0,7.0,0.9790282392026578,0.0,0.0609173597767949,24.88137125968933,18.70418286323548,0.1016479633949898,22.465157508850098,37,poisson,18.0,Qwen2.5-14B-Instruct,0.8314906358160725,5.678472106772429e-05,567,9.269484519958496,0.0864667668938636,unified_chip2/46361,1.0,0,0.9315068493150684,2.2e-07,0.8896767497062683,2.2e-07
5,15,phi3-mini,0,12.0,0.0,0.8487654320987654,0.0,0.0404076022095978,0.0,0.2868447303771972,0.0346615890661875,4.446235418319702,120,poisson,18.0,Phi-3-mini-128k-instruct,0.7732479431907394,7.425998572784272e-05,742,0.2533665895462036,0.0373514853417873,unified_chip2/46361,0.4,1,0.4794520547945204,1.0000000000000001e-07,0.6681456565856934,1.0000000000000001e-07
5,15,llama3-8b,1,20.0,0.0,0.7693202592654147,0.0,0.0611236311495304,0.0,0.0918250083923339,0.1052693661890531,8.092296838760376,76,poisson,18.0,Llama-3.1-8B-Instruct,0.6871985795726856,9.037826751106192e-05,903,0.1503846347332,0.0624060146510601,unified_chip2/46361,0.4,2,0.6301369863013698,3e-08,0.7876951098442078,3e-08
5,15,qwen3b,1,12.0,0.0,0.3013628837090816,0.1187319755554199,0.0331898857198075,15.841976165771484,0.051408052444458,0.0438643384862829,2.420082330703736,54,poisson,18.0,Qwen2.5-3B-Instruct,0.8588184313721798,1.228113408620943e-05,122,0.0652697682380676,0.034113697707653,unified_chip2/46361,1.0,3,0.6712328767123288,5e-08,0.8111029863357544,5.0000000000000004e-08
5,15,mistral7b,1,17.0,37.0,0.8234771009337484,0.0,0.0471811861294758,95.49867177009584,43.65072798728943,0.0825196769502427,49.59214472770691,72,poisson,18.0,Mistral-7B-Instruct-v0.3,0.9564879588342682,2.8100858979123337e-05,281,43.04827499389648,0.0646358132362365,unified_chip2/46361,0.9,4,0.821917808219178,2.0000000000000002e-07,0.9052842259407043,2.0000000000000002e-07
6,5,qwen14b,0,18.0,18.0,0.987126245847176,0.0,0.0621480836222569,0.0,12.106531381607056,0.1307010438707139,17.988078355789185,45,poisson,18.0,Qwen2.5-14B-Instruct,0.9095824601070506,5.751356293922802e-05,575,25.54387855529785,0.0885644108057022,unified_chip2/2171,0.9,0,0.9315068493150684,2.2e-07,0.8889417052268982,2.2e-07
6,5,phi3-mini,0,2.0,0.0,0.0123456790123457,0.0,0.0156398409638892,0.0,0.533872127532959,0.0239610404111026,2.6664047241210938,89,poisson,18.0,Phi-3-mini-128k-instruct,0.5787074001661968,9.955213078648208e-05,995,0.0543853379786014,0.0253494177013635,unified_chip2/2171,0.7,1,0.4794520547945204,1.0000000000000001e-07,0.6601958274841309,1.0000000000000001e-07
6,5,llama3-8b,1,15.0,0.0,0.4384244640186139,0.0,0.0447290914598852,0.0,0.0857093334197998,0.0451264280951424,16.150717735290527,356,poisson,18.0,Llama-3.1-8B-Instruct,0.6781570421380275,9.361789054539258e-05,936,0.1126641035079956,0.0573411807417869,unified_chip2/2171,0.7,2,0.6301369863013698,3e-08,0.7541347146034241,3e-08
6,5,qwen3b,1,12.0,0.0,0.3492548719908291,0.0,0.0320328623056411,0.0,0.0597779750823974,0.0367857365019292,9.29299783706665,251,poisson,18.0,Qwen2.5-3B-Instruct,0.8121833382556588,3.915639709632603e-05,391,0.0656492561101913,0.0344642549753189,unified_chip2/2171,0.7,3,0.6712328767123288,5e-08,0.8139621019363403,5.0000000000000004e-08
6,5,mistral7b,1,11.0,30.0,0.8921742996887505,0.0,0.0418148875271655,41.32420325279236,44.67098093032837,0.0628132006296744,57.73612666130066,208,poisson,18.0,Mistral-7B-Instruct-v0.3,0.8485197384120033,5.14721718934091e-05,514,38.79485321044922,0.0637705028057098,unified_chip2/2171,0.4,4,0.821917808219178,2.0000000000000002e-07,0.8963466286659241,2.0000000000000002e-07
7,15,qwen14b,0,10.0,23.0,0.8581810631229236,0.0,0.0,0.0,22.95119380950928,0.0939930030465454,57.07065391540527,363,poisson,18.0,Qwen2.5-14B-Instruct,0.7851326761233608,5.7035374232892815e-05,570,27.301528930664062,0.0821365267038345,unified_chip2/125612,0.95,0,0.9315068493150684,2.2e-07,0.854097306728363,2.2e-07
7,15,phi3-mini,0,18.0,8.0,0.6516203703703703,0.0,0.440620694309473,0.0,45.44109344482422,0.0461917412586701,63.455872535705566,390,poisson,18.0,Phi-3-mini-128k-instruct,0.452930859160533,7.254306363916375e-05,725,3.235384702682495,0.0421781800687313,unified_chip2/125612,0.9,1,0.4794520547945204,1.0000000000000001e-07,0.6350250244140625,1.0000000000000001e-07
7,15,llama3-8b,1,14.0,0.0,0.4759847099883663,0.0,0.0427116847934976,1.8110716342926023,0.0806832313537597,0.0485387391467111,27.35945463180542,562,poisson,18.0,Llama-3.1-8B-Instruct,0.5286017488358583,0.0001010899561643,1010,0.1217106953263282,0.0578118190169334,unified_chip2/125612,0.7,2,0.6301369863013698,3e-08,0.6093635559082031,3e-08
7,15,qwen3b,1,12.0,0.0,0.3042924468220609,0.0,0.0273882491247994,0.0,0.0634722709655761,0.0358354000077731,9.954042673110962,276,poisson,18.0,Qwen2.5-3B-Instruct,0.7023840504546984,2.2303262684866385e-05,223,0.0693308860063552,0.0339557081460952,unified_chip2/125612,0.2,3,0.6712328767123288,5e-08,0.7613115906715393,5.0000000000000004e-08
7,15,mistral7b,1,19.0,38.0,0.9995553579368608,0.0,0.101158155460975,84.279700756073,43.99921607971192,0.063461476971644,64.4338116645813,322,poisson,18.0,Mistral-7B-Instruct-v0.3,0.8581256625115123,1.6543839263841187e-05,165,47.19030380249024,0.0661591365933418,unified_chip2/125612,0.9,4,0.821917808219178,2.0000000000000002e-07,0.8073518872261047,2.0000000000000002e-07
8,7,qwen14b,0,10.0,0.0,0.4663621262458471,0.0,0.0,0.0,0.5293979644775391,0.0671581728218575,23.22886037826538,338,poisson,18.0,Qwen2.5-14B-Instruct,0.8358049732386564,6.686657550456193e-05,668,0.3445053696632385,0.0742091536521911,unified_chip2/96239,0.5,0,0.8131868131868132,2.2e-07,0.6872609853744507,2.2e-07
8,7,phi3-mini,0,10.0,0.0,0.3680555555555556,0.0,0.0232832399507363,0.0,0.0466589927673339,0.0298720753711202,9.665467262268066,322,poisson,18.0,Phi-3-mini-128k-instruct,0.5220916863847107,5.809783570867798e-05,580,0.0591163150966167,0.0300311297178268,unified_chip2/96239,0.7,1,0.5054945054945055,1.0000000000000001e-07,0.43825098872184753,1.0000000000000001e-07
8,7,llama3-8b,1,11.0,0.0,0.3230845936513212,0.0690875053405761,0.0439130283978789,0.0,0.0968930721282959,0.0472660901595135,23.25727725028992,490,poisson,18.0,Llama-3.1-8B-Instruct,0.5644190556119979,9.798495951425135e-05,979,0.1202638149261474,0.0559531264007091,unified_chip2/96239,0.4,2,0.4285714285714286,3e-08,0.37933802604675293,3e-08
8,7,qwen3b,1,12.0,0.0,0.4866895936823334,0.0532734394073486,0.032073790268079,0.0,0.0821595191955566,0.0344065325976074,12.571730852127075,363,poisson,18.0,Qwen2.5-3B-Instruct,0.7501174878154728,1.6941058295189015e-05,169,0.0737284123897552,0.0367718264460563,unified_chip2/96239,0.4,3,0.6043956043956044,5e-08,0.48147374391555786,5.0000000000000004e-08
8,7,mistral7b,1,8.0,30.0,0.9895509115162294,0.0,0.0464800221047231,0.0,26.36127734184265,0.0676618962324867,43.81804656982422,258,poisson,18.0,Mistral-7B-Instruct-v0.3,0.8373597628853006,2.44503835992323e-05,244,40.9021110534668,0.0612429752945899,unified_chip2/96239,0.7,4,0.7142857142857143,2.0000000000000002e-07,0.5831901431083679,2.0000000000000002e-07
9,15,qwen14b,0,27.0,26.0,0.9997923588039868,0.0,0.064196006240819,0.0,17.7514865398407,0.0935499214493068,38.89376878738403,226,poisson,18.0,Qwen2.5-14B-Instruct,0.9312409753346312,7.058122626245184e-05,705,29.99775505065918,0.085650660097599,unified_chip2/63859,0.95,0,0.7534246575342466,2.2e-07,0.905525803565979,2.2e-07
9,15,phi3-mini,0,10.0,6.0,0.8294753086419753,0.0,0.0367136080618773,8.368490934371948,2.715088367462158,0.0334161085328772,24.067981719970703,639,poisson,18.0,Phi-3-mini-128k-instruct,0.6018295168941457,7.213463640615648e-05,721,5.134647369384766,0.0433357246220111,unified_chip2/63859,0.9,1,0.410958904109589,1.0000000000000001e-07,0.8061966896057129,1.0000000000000001e-07
9,15,llama3-8b,1,11.0,0.0,0.1876350340701346,0.0725322961807251,0.044528996523518,0.0,0.0744714736938476,0.0420771974675795,17.95728039741516,425,poisson,18.0,Llama-3.1-8B-Instruct,0.6377319814338253,0.0001069206635829,1069,0.128719225525856,0.054252803325653,unified_chip2/63859,0.4,2,0.3972602739726028,3e-08,0.7436209321022034,3e-08
9,15,qwen3b,1,6.0,0.0,0.1254617246210674,0.0,0.0259789384103247,0.0,0.0449857711791992,0.0331074083026431,20.339827060699463,613,poisson,18.0,Qwen2.5-3B-Instruct,0.6776428872070122,1.891253578236413e-05,189,0.0743633061647415,0.0306654777377843,unified_chip2/63859,0.9,3,0.4383561643835616,5e-08,0.8547910451889038,5.0000000000000004e-08
9,15,mistral7b,1,15.0,36.0,0.7040907069808804,0.0,0.0,0.0,28.081109046936035,0.0733770283953103,66.09040975570679,518,poisson,18.0,Mistral-7B-Instruct-v0.3,0.8437481197927893,2.665083947741645e-05,266,42.22645950317383,0.0621287710964679,unified_chip2/63859,0.9,4,0.5753424657534246,2.0000000000000002e-07,0.8943343758583069,2.0000000000000002e-07
10,5,qwen14b,0,23.0,0.0,0.903031561461794,0.0,0.0589330932125449,0.0,0.131861925125122,0.0862023750560705,18.148158311843872,209,poisson,18.0,Qwen2.5-14B-Instruct,0.1414621236703613,9.78639813087156e-05,978,0.3014431595802307,0.076998770236969,qmsum-29041bda02a95bd53805363c72505c873f34db1c93d32881,0.0,0,0.2444444444444444,2.2e-07,0.3457174599170685,2.2e-07
10,5,phi3-mini,0,26.0,3.0,0.7623456790123457,0.0,0.0352976040914654,0.0,3.722421884536743,0.0428502713030541,18.377214670181274,342,poisson,18.0,Phi-3-mini-128k-instruct,0.078479334126428,0.0001046209982989,1046,1.582680344581604,0.0469745695590972,qmsum-29041bda02a95bd53805363c72505c873f34db1c93d32881,0.6,1,0.0444444444444444,1.0000000000000001e-07,0.1487705111503601,1.0000000000000001e-07
10,5,llama3-8b,1,18.0,0.0,0.4793086255609108,0.0642244815826416,0.0488708541398086,7.8324878215789795,0.1062748432159423,0.0446605405754805,8.18983268737793,181,poisson,18.0,Llama-3.1-8B-Instruct,0.0456944974756434,9.97356342547943e-05,997,0.1075467318296432,0.0585594363510608,qmsum-29041bda02a95bd53805363c72505c873f34db1c93d32881,0.0,2,0.0666666666666666,3e-08,0.20755594968795776,3e-08
10,5,qwen3b,1,15.0,0.0,0.3603362628964462,0.0,0.0268190402824145,0.0,0.0821754932403564,0.0330728366311672,7.556636571884155,226,poisson,18.0,Qwen2.5-3B-Instruct,0.0184099755690148,9.05427231822731e-05,905,0.0732558816671371,0.0357338450849056,qmsum-29041bda02a95bd53805363c72505c873f34db1c93d32881,0.0,3,0.0888888888888889,5e-08,0.19319504499435425,5.0000000000000004e-08
10,5,mistral7b,1,30.0,2.0,0.9944419742107604,0.0,0.0506271012127399,0.0,12.929439783096312,0.0613606779378802,30.049068927764893,279,poisson,18.0,Mistral-7B-Instruct-v0.3,0.0452665982447466,6.697586793783337e-05,669,1.5614312887191772,0.0616832412779331,qmsum-29041bda02a95bd53805363c72505c873f34db1c93d32881,0.0,4,0.1111111111111111,2.0000000000000002e-07,0.20436596870422363,2.0000000000000002e-07
11,6,qwen14b,0,23.0,4.0,0.8988787375415282,0.0,0.0582089057813088,0.0,11.643677234649658,0.0655678701400756,18.200464248657227,100,poisson,18.0,Qwen2.5-14B-Instruct,0.7343100486377521,8.495611452627204e-05,849,2.5728414058685303,0.0839157328009605,unified_chip2/106004,0.9,0,0.945945945945946,2.2e-07,0.9290645122528076,2.2e-07
11,6,phi3-mini,0,20.0,9.0,0.7569444444444444,0.0,0.0434375330805778,0.0,45.23497557640076,0.044095662040432,75.44050407409668,685,poisson,18.0,Phi-3-mini-128k-instruct,0.4818711871482188,0.0001014837992741,1014,10.649984359741213,0.0511036701500415,unified_chip2/106004,0.7,1,0.6081081081081081,1.0000000000000001e-07,0.7141864895820618,1.0000000000000001e-07
11,6,llama3-8b,1,24.0,0.0,0.9542961608775136,0.0,0.0546157203082527,0.0,0.1017594337463378,0.0623716990152994,1.9729104042053225,30,poisson,18.0,Llama-3.1-8B-Instruct,0.5703125493945294,9.613712272699186e-05,961,0.3056897222995758,0.0664048865437507,unified_chip2/106004,0.9,2,0.8378378378378378,3e-08,0.8182438611984253,3e-08
11,6,qwen3b,1,12.0,0.0,0.4093746019615335,0.0,0.4891057573258877,0.0,0.1620323657989502,0.0424192835465361,11.148626804351808,259,poisson,18.0,Qwen2.5-3B-Instruct,0.6091314640630914,3.83375196819931e-05,383,0.2330582737922668,0.0347436852753162,unified_chip2/106004,0.7,3,0.8243243243243243,5e-08,0.8651033639907837,5.0000000000000004e-08
11,6,mistral7b,1,19.0,40.0,0.8786127167630058,55.87815314531326,0.8197287283837795,0.0,46.75488996505737,0.0524402719277602,52.208678245544434,104,poisson,18.0,Mistral-7B-Instruct-v0.3,0.7763091532542441,3.776502691133415e-05,377,52.50800323486328,0.0630189999938011,unified_chip2/106004,0.9,4,0.945945945945946,2.0000000000000002e-07,0.9210838079452515,2.0000000000000002e-07
12,8067,qwen14b,0,34.0,10.0,0.9348006644518272,0.0,0.0556089139233032,0.0,11.609475374221802,0.0968239381798663,76.77198576927185,673,poisson,18.0,Qwen2.5-14B-Instruct,0.8012578033403058,8.060054898962414e-05,806,21.15410614013672,0.0942492559552192,unified_chip2/111302,1.0,0,0.945945945945946,2.2e-07,0.8700183033943176,2.2e-07
12,8067,phi3-mini,0,18.0,2.0,0.8846450617283951,0.0,0.0439661627169698,0.0,7.117432594299316,0.0343695614073011,8.354736804962158,36,poisson,18.0,Phi-3-mini-128k-instruct,0.5000809658304908,9.016149197542456e-05,901,5.70283317565918,0.0472186505794525,unified_chip2/111302,0.6,1,0.6081081081081081,1.0000000000000001e-07,0.5363670587539673,1.0000000000000001e-07
12,8067,llama3-8b,1,18.0,0.0,0.3709489778959615,0.0,0.0409906504468785,0.0,1.856431007385254,0.0841859104269641,81.32793045043945,944,poisson,18.0,Llama-3.1-8B-Instruct,0.566878168825291,9.337661241907548e-05,933,1.7320297956466677,0.0643455684185028,unified_chip2/111302,0.9,2,0.8378378378378378,3e-08,0.7374551892280579,3e-08
12,8067,qwen3b,1,9.0,0.0,0.5375111450770602,0.0,0.031330611387437,0.0,0.7017674446105957,0.0436805999556253,8.21483063697815,172,poisson,18.0,Qwen2.5-3B-Instruct,0.5773960331833088,6.137460936900149e-05,613,0.9762022495269777,0.0371366627514362,unified_chip2/111302,0.4,3,0.8243243243243243,5e-08,0.789845883846283,5.0000000000000004e-08
12,8067,mistral7b,1,6.0,57.0,0.9831036016007114,0.0,0.0474163920152932,0.0,34.24330258369446,0.1156393459865025,39.90963053703308,49,poisson,18.0,Mistral-7B-Instruct-v0.3,0.673407972218963,4.58683942161398e-05,458,84.34041595458984,0.0594195313751697,unified_chip2/111302,1.0,4,0.945945945945946,2.0000000000000002e-07,0.8716564178466797,2.0000000000000002e-07
13,11,qwen14b,0,10.0,36.0,0.6777408637873754,0.0,0.0,0.0,43.90644812583923,0.090924770538121,77.09398937225342,365,poisson,18.0,Qwen2.5-14B-Instruct,0.5491794889740841,9.68886861818035e-05,968,33.72079849243164,0.0826300606131553,unified_chip2/114742,0.5,0,0.8787878787878788,2.2e-07,0.8145098686218262,2.2e-07
13,11,phi3-mini,0,11.0,0.0,0.4930555555555556,0.0570199489593505,0.0326640655748485,28.42876148223877,0.0558056831359863,0.0457036256221143,19.20562481880188,419,poisson,18.0,Phi-3-mini-128k-instruct,0.2964820681360434,0.0001085536148878,1085,0.0695313736796379,0.0317991152405738,unified_chip2/114742,0.9,1,0.6666666666666666,1.0000000000000001e-07,0.6173624992370605,1.0000000000000001e-07
13,11,llama3-8b,1,12.0,0.0,0.3995346518198438,0.0,0.0455441046506166,0.0,0.0930428504943847,0.0675940880408653,33.484522342681885,494,poisson,18.0,Llama-3.1-8B-Instruct,0.5160160752530013,9.94443814107298e-05,994,0.1159914582967758,0.0566399432718753,unified_chip2/114742,0.9,2,0.8181818181818182,3e-08,0.6323084831237793,3e-08
13,11,qwen3b,1,10.0,0.0,0.1339956693414852,0.0,0.0291889565573497,0.0,0.0452604293823242,0.0320814175483507,12.557013273239136,390,poisson,18.0,Qwen2.5-3B-Instruct,0.3447653002264946,7.111175664337758e-05,711,0.0722917392849922,0.0311774928122758,unified_chip2/114742,0.2,3,0.8181818181818182,5e-08,0.7304405570030212,5.0000000000000004e-08
13,11,mistral7b,1,9.0,48.0,0.6253890618052468,0.0,0.0,0.0,35.72792339324951,0.0553208273577402,54.09443807601929,332,poisson,18.0,Mistral-7B-Instruct-v0.3,0.5872999251351543,5.862833373613765e-05,586,52.92171096801758,0.0619869977235794,unified_chip2/114742,0.9,4,0.9393939393939394,2.0000000000000002e-07,0.7958424091339111,2.0000000000000002e-07
